,Price,Title,News,品牌,商品名称,商品编号,商品毛重,商品产地,NVMe协议,NVMe读速,容量,接口,包装清单,系列,型号,顺序写入,缓存,顺序读速,工作温度,TBW,产品尺寸,保存温度,好评度,评价特性,闪存类型,货号,店铺,特征特质,传输速度,外壳材质,颜色,连续写速,连续读速,指示灯,系统,优选服务,转速,硬盘尺寸,硬盘类型,特性,最大写入速度,钥匙孔,最大读取速度,产品净重（g）
375,399.00,西部数据（WD） SSD固态硬盘 M.2固态黑盘接口NVMe协议高速游戏 系统升级DIY装机 新品SN770 NVMe PCle4.0 500G,, 西部数据（WD）,西部数据（WD）WDS250G3X0C,10047414521752,10.00g,,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),暂无,WD_BLACK系列,SN770,4000MB/s,无缓存,5000MB/s,0ºC to 85ºC,,长80mm；宽22mm；高2.38mm,-40ºC至 85ºC,99%,读取快捷 十分流畅 质量上乘 流畅度佳 运行超快 稳定可靠 高端大气 安装便利 尺寸合适 读写迅速,TLC,WD_BLACK系列, 西部数据旗舰店,,,,,,,,,,,,,,,,,
376,329.00,海康威视（HIKVISION）512GB Type-c USB3.1移动固态硬盘（PSSD）T300S系列 读速高达560MB/s 小巧便携,, HIKVISION,HIKVISION移动固态硬盘,100020883475,105.00g,中国大陆,,,480-512GB,Type-C，USB3.1,移动固态硬盘*1 数据线*1 转接头*1 说明书*1,T300S,T300S-512GB,,,,,,长78.3mm；宽61.4mm；高12.45mm,,98%,读取快捷 方便快捷 精致美观 尺寸合适 小巧易携 十分稳固 稳定性佳,,,,,500-1000MB/s,金属,灰色,,高达560MB/sMB/s,有指示灯,Windows 7；Windows 8；Windows 10；MacOS,,,,,,,,,
377,1199.00,三星（SAMSUNG）512GB SSD固态硬盘 M.2接口(NVMe协议) 970 PRO（MZ-V7P512BW）,【0元抽京东plus会员，部分型号白条三期免息】NVME电竞旗舰款！MLC颗粒！稳定持久！游戏不掉速！点击查看>, 三星（SAMSUNG）,三星MZ-V7P512BW,7233972,80.00g,中国大陆/韩国/泰国,PCIe 3.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),"硬盘 × 1 说明书 × 1,彩盒*1",970PRO系列,MZ-V7P512BW,2300MB/s,512M,3500MB/s,0 - 70 ℃ 运行温度,600TBW,长80.15mm；宽22.15mm；高2.38mm,-45°C to 85°C,98%,运行稳定 系统良好 质量上乘 反应灵敏 读取快捷 做工一流 加载很快 方便快捷 传输稳定,MLC,,,,,,,,,,,,,,,,,,,
378,879.00,英睿达（Crucial）美光1T SSD固态硬盘M.2接口(NVMe协议 PCIe4.0*4) P5Plus 游戏高速 美光出品 PS5拓展,【玩游戏赢电竞耳机】【PCIe4.0，176层TLC】1G独立缓存！6600MB/s高速读取，美光原厂——【旗舰SSD预售中查看>, Crucial,CrucialCT1000P5PSSD8,100024883350,40.00g,马来西亚,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),P5 Plus SSD固态硬盘*1,P5 Plus,CT1000P5PSSD8,5000MB/s,1GB,6600MB/s,0 °C – 70 °C,600TBW,长22mm；宽80mm；高2.4mm,0 °C – 70 °C,98%,读取快捷 简单方便 质量上乘 兼容性佳 运行速快 做工一流 方便快捷 小巧轻便 反应灵敏 尺寸合适 放心使用,TLC,,,,,,,,,,,,,,,,,,,
379,459.00,酷兽（CUSO） m.2固态硬盘(NVMe协议)SSD pci-e3.0x4 台式机/笔记本/超级本 1TB 石墨烯散热片,【京选存储.稳定兼容】电脑升级优选配件, 酷兽（CUSO）,酷兽（CUSO）酷兽（CUSO）固态硬盘M.2(NVMe协议)SSD,10030550044304,40.00g,,,2000-3000MB/s,960GB-1TB,,暂无,,酷兽 1TB m.2（nvme协议）SSD,,,,0-70℃,,,-40-80℃,98%,运行稳定 做工一流 质量上乘 功能强大 尺寸合适 传输稳定 流畅度佳 运行超快 简单方便 读取快捷,TLC,,,,,,,,,,,,,,,,,,,
380,519.00,京东京造 512GB SSD固态硬盘 M.2接口（NVMe协议）PCIe4.0四通道 9系列,, 京东京造,京东京造JZ-SSD512GB-9,100019705877,60.00g,中国大陆,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),SSD固态硬盘*1 螺丝*1,,JZ-SSD512GB-9,3000MB/s,1GB,7000MB/s,0°C ~ 70°C,256TBW,长80mm；宽22mm；高2.25mm,-40℃~85℃,98%,读取快捷 外型帅气 时尚大气 设计超赞,TLC,,,,,,,,,,,,,,,,,,,
381,169.00,金泰克（Tigo）256GB SSD固态硬盘 M.2接口（NVMe协议） 四通道PCIe 高速 DP2500,【电竞提速】【严选颗粒】【5年质保，以换代修】, 金泰克（Tigo）,金泰克DP2500,100027922614,40.00g,中国大陆,,2000-3000MB/s,240-256GB,M.2接口(NVMe协议),SSD 256g固态*1,DP,DP2500,1000MB/s,无缓存,2000MB/s,0-70°,,长80mm；宽22mm；高2.35mm,-40-85°,98%,传输快捷 运行快速,,DP2500,,,,,,,,,,,,,,,,,,
382,629.90,西部数据（WD） 移动固态硬盘（PSSD）Elements SE新元素套装版 便携式存储 兼容Mac 【超薄灵巧】新元素SE USB3.2接口 套装版 1TB,储存尽在掌握，指掌之间轻盈小巧，高达2米防跌落性能有效保存数据安全！【256位AES硬件加密，办公必备】查看>, 西部数据（WD）,西部数据（WD）Elements SE 新元素系列,10046891683700,150.00g,,,,960GB-1TB,USB3.2,便携式固态硬盘，USB 3.0 数据线，安全和质保指南，USB-A 转 USB-C 适配器。,WD Elements SE 新元素SSD,WDBAYN0010BBK,,,,,,长64.51mm；宽64.51mm；高8.63mm,,99%,小巧可爱 读取快捷 时尚大气 做工一流 质量上乘 方便快捷 轻便好用 功能强大 效果惊艳 稳定可靠 毫无异味,,,,,500MB/s以下,非金属,黑色,,400MB/s,无指示灯,Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
383,289.00,金士顿(Kingston) 256GB SSD固态硬盘 mSATA接口 KC600系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金士顿（Kingston）,金士顿SKC600MS/256G,100021320294,20.00g,中国大陆、中国台湾,,,240-256GB,MSATA接口,SSD*1,KC600 MS系列,SKC600MS/256G或SKC600MS/256GBKCN,500MB/s,无缓存,550MB/s,0°C〜70°C,150TBW,50.8mm x29.85mm x4.85mm,-40°C〜85°C,99%,质量上乘 兼容性佳 读写迅速 运行超快 简单方便 做工一流 方便快捷 效果惊艳 倍感舒适 精致美观,其他,,,,,,,,,,,,,,,,,,,
384,119.00,爱国者 (aigo) 240GB SSD固态硬盘 SATA3.0接口 S500E 读速高达500MB/s 写速高达450MB/s,, 爱国者（aigo）,爱国者S500E,100025512216,60.00g,中国大陆,,,240-256GB,SATA接口,ssd*1，包装 *1,,,500MB/s,无缓存,450MB/s,0~40℃,120TBW,长100mm；宽70mm；高7mm,-40~85℃,98%,运行稳定 简单方便 读取快捷 质量上乘 做工一流 反应灵敏 十分大气 方便快捷 传输稳定 办公足够 十分结实,TLC,,,,,,,,,,,,,,,,,,,
385,669.90,西部数据（WD） 移动固态硬盘（PSSD）Elements SE新元素SSD 个性潮玩 兼容Mac 【云锦天章】新元素SE USB3.2接口 便携式 1TB,云锦天章，彩云锦缎。, 西部数据（WD）,西部数据（WD）WDBAYN0010BBK-CESN,10058306136101,140.00g,,,,960GB-1TB,USB3.2,便携式移动固态硬盘、数据线、Type-C适配器、《快速安装指南》,Elements SE新元素 SSD,WDBAYN0010BBK-CESN,,,,,,长64.51mm；宽64.51mm；高8.63mm,,100%,传输快捷 小巧易携 精致美观 运行安静,,,,,500MB/s以下,非金属,黑色,,,无指示灯,Windows 10,只换不修,,,,,,,,
386,79.00,悉硕（XISHUO） 2.5英寸SATA SSD固态硬盘SATA3接口高速读写台式机电脑硬盘 金属壳 128GB,, 悉硕（XISHUO）,悉硕（XISHUO）2.5英寸SATA,10056668883620,50.00g,中国大陆,,,120-128GB,SATA接口,暂无,,,,无缓存,,0℃-70℃,,长100mm；宽70mm；高7mm,-25℃-75℃,100%,质量上乘,TLC,, 悉硕旗舰店,,,,,,,,,,,,,,,,,
387,139.00,阿斯加特（Asgard）256GB SSD固态硬盘 SATA3.0接口 AS系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 阿斯加特（Asgard）,阿斯加特Asgard AS256GS3-S7,100023271741,80.00g,中国大陆,,,240-256GB,SATA接口,SSD固态硬盘*1,阿斯加特AS系列,Asgard AS256GS3-S7,500MB/s,无缓存,560MB/s,0°C-70°C,160TBW,长100mm；宽69.85mm；高7mm,-40°C -85°C,97%,传输快捷 读写迅速 方便快捷 运行稳定 十分流畅 做工一流 简单方便,其他,,,,,,,,,,,,,,,,,,,
388,229.00,技嘉（GIGABYTE） SSD固态硬盘 M.2接口(NVMe协议)高速台式机电脑笔记本固态硬盘 『主流款』猛盘 256G,, 技嘉（GIGABYTE）,技嘉（GIGABYTE）技嘉 猛盘,10047887739583,120.00g,,,,,M.2接口(NVMe协议),暂无,,,,无缓存,,0°C * 70°C,,长80mm；宽22mm；高2.3mm,-40°C * 85°C,100%,此商品暂时还没有买家印象哦~,,,,,,,,,,,,,,,,,,,,
389,499.00,联想 thinkplus移动固态硬盘 USB3.1高速PSSD移动硬盘小巧便携 US100黑色 1T,小黑商务PSSD，高速移动硬盘；如需购买大容量固态U盘请点击查看>, 联想,联想US100,59571515684,120.00g,,,,960GB-1TB,Type-C,移动硬盘*1，USB-A转USB-C数据线*1，说明书,US,US100,,,,,,,,98%,小巧玲珑 读写迅速 做工一流 质量上乘 轻便好用 手感一流 运行稳定 简单方便 方便快捷 尺寸合适 传输快捷,,,,,500MB/s以下,金属,,,,无指示灯,Windows XP；Windows 7；Windows 8；Windows 10；MacOS,,,,,,,,,
390,469.00,七彩虹(Colorful) 1TB SSD固态硬盘 M.2接口(NVMe协议) CN600系列 TLC颗粒,【NVME畅销爆款，电脑装备升级优享，三年质保】轻便小巧，强劲运行，无噪音。更多系列请点击查看>, 七彩虹（Colorful）,七彩虹七彩虹(Colorful) 1TB SSD固态硬盘 M.2接口(NVMe协议) CN600系列 TLC颗粒,100036840219,25.00g,中国大陆,,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),硬盘*1pcs，图文说明书*1pcs,NVMe,CN600 1TB,1600MB/s,无缓存,2000MB/s,0 - 70 ℃ 运行温度,320TBW,长80mm；宽22mm；高2mm,-25℃ ~ 85℃,98%,流畅度佳 运行超快,其他,,,,,,,,,,,,,,,,,,,
391,339.00,致钛（ZhiTai） 长江存储 SSD固态硬盘 M.2接口 TiPlus5000系列 Nvme 512G,, 致钛（ZhiTai）,致钛（ZhiTai） 长江存储 SSD固态硬盘 M.2接口 TiPlus5000系列 Nvme 512G,10049625953893,1.0kg,,,,,,暂无,,,,无缓存,,0-70,,长22mm；宽80mm；高2.34mm,-40-85,98%,兼容性佳 质量上乘 精致美观 反应灵敏 做工一流 加载很快,其他,, 西部数码IT专营店,,,,,,,,,,,,,,,,,
392,1429.00,三星（SAMSUNG）2TB Type-c USB 3.2 移动固态硬盘（PSSD）T7 Shield 魔力蓝 NVMe传输速度1050MB/s 轻巧时尚,【晒单抽百元E卡！部分型号白条三期免息！】防水防尘，3米防摔，户外出行必备！查看查看>, 三星（SAMSUNG）,三星 MU-PE2T0R,100021998381,200.00g,韩国,,,2TB及以上,USB3.2,产品 × 1、USB3.2连接线Type C至Type C × 1、USB3.2连接线Type C至Type A（连接线支持USB3.2 Gen 2）× 1、快速入门指南× 1、包装彩盒×1,T7 Shield, MU-PE2T0R,,,,,,长88mm；宽59mm；高13mm,,95%,小巧玲珑 读写迅速 方便快捷 做工一流 颜值颇高 传输快捷 倍感舒适 稳定可靠 流畅度佳 节能降耗,, MU-PE2T0R,,软件加密,1000-2000MB/s,非金属,蓝色,1000MB/s,1050MB/s,有指示灯,Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
393,389.00,大华（Dahua） 512GB 国产 SSD固态硬盘 M.2接口(NVMe协议PCIe4.0×4）970系列 长江存储颗粒 游戏级高性能,"【晒单至高抽百元E卡】PCIe4.0,混合智能双温控技术，读速5000MB/s,选用8层PCB板，传输更稳定！点击查看查看>", dahua,dahuaDH-SSD-C970N512G,100021131653,50.00g,中国大陆,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),固态硬盘*1、操作手册*1、尾板螺丝*1、有害物质含量表,C970,DH-SSD-C970N512G,2800MB/s,无缓存,5000MB/s,0℃-70℃,1000TBW,长80mm；宽22mm；高2.25mm,（-40℃）+85℃,98%,此商品暂时还没有买家印象哦~,TLC,,,,,,,,,,,,,,,,,,,
394,109.00,台电(TECLAST) 128GB SSD固态硬盘M.2接口(NVMe协议) 稳影系列,【专业存储23年】【质量可靠+以换代修】 高性能内存，精选颗粒，稳定兼容，游戏办公皆可用！ 【戳进来，重磅推荐款】查看>, 台电（TECLAST）,台电SD128GBNP910-2280,100037315666,40.00g,中国大陆,PCIe 3.0,2000MB/s以下,120-128GB,M.2接口(NVMe协议),固态硬盘*1 说明书*1,台电稳影系列-NP910,SD128GBNP910-2280,630MB/s,无缓存,1500MB/s,0℃-70℃,60TBW,长80mm；宽22mm；高5mm,-40℃-85℃,99%,精致美观 尺寸合适,TLC,,,,,,,,,,,,,,,,,,,
395,399.00,西部数据（WD） SSD固态硬盘 M.2固态黑盘接口NVMe协议高速游戏 系统升级DIY装机 新品SN770 NVMe PCle4.0 500G,, 西部数据（WD）,西部数据（WD）WDS250G3X0C,10047414521752,10.00g,,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),暂无,WD_BLACK系列,SN770,4000MB/s,无缓存,5000MB/s,0ºC to 85ºC,,长80mm；宽22mm；高2.38mm,-40ºC至 85ºC,99%,读取快捷 十分流畅 质量上乘 流畅度佳 运行超快 稳定可靠 高端大气 安装便利 尺寸合适 读写迅速,TLC,WD_BLACK系列, 西部数据旗舰店,,,,,,,,,,,,,,,,,
396,499.00,英睿达（Crucial）美光 1TB SSD固态硬盘 SATA3.0接口 BX500系列 高速读写 美光原厂出品,【玩游戏赢电竞耳机】读速高达540MB/s，性能可靠！高级功能加持，安装简便，美光原厂颗粒！——【旗舰SSD预售中, Crucial,CrucialCT1000BX500SSD1,100012273298,70.00g,中国大陆,,,960GB-1TB,SATA接口,固态硬盘*1,BX500,CT1000BX500SSD1,500MB/s,无缓存,540MB/s,0°C 至 70°C,360TBW,长100mm；宽70mm；高7mm,0°C 至 70°C,98%,读取快捷 质量上乘 兼容性佳 做工一流 十分大气 尺寸合适 简单方便 运行超快 方便快捷 倍感舒适 放心使用,其他,,,,,,,,,,,,,,,,,,,
397,459.00,酷兽（CUSO） m.2固态硬盘(NVMe协议)SSD pci-e3.0x4 台式机/笔记本/超级本 1TB 石墨烯散热片,【京选存储.稳定兼容】电脑升级优选配件, 酷兽（CUSO）,酷兽（CUSO）酷兽（CUSO）固态硬盘M.2(NVMe协议)SSD,10030550044304,40.00g,,,2000-3000MB/s,960GB-1TB,,暂无,,酷兽 1TB m.2（nvme协议）SSD,,,,0-70℃,,,-40-80℃,98%,运行稳定 做工一流 质量上乘 功能强大 尺寸合适 传输稳定 流畅度佳 运行超快 简单方便 读取快捷,TLC,,,,,,,,,,,,,,,,,,,
398,899.00,七彩虹(Colorful) 2TB SSD固态硬盘 M.2接口(NVMe协议) CN600系列,【电脑装备升级优享，三年质保】爆款力荐NVMe协议，大容量一步到位，石墨烯散热更多系列请点击查看>, 七彩虹（Colorful）,七彩虹七彩虹(Colorful) 2TB SSD固态硬盘 M.2接口(NVMe协议) CN600系列,100035447953,30.00g,中国大陆,PCIe 3.0,2000-3000MB/s,2TB及以上,M.2接口(NVMe协议),硬盘*1pcs，图文说明书*1pcs,NVMe,CN600 2TB,1700MB/s,无缓存,2500MB/s,0 - 70 ℃ 运行温度,640TBW,长80mm；宽22mm；高2mm,-25℃ ~ 85℃,98%,十分流畅,其他,,,,,,,,,,,,,,,,,,,
399,229.00,雷克沙（Lexar）NM620 256G SSD固态硬盘 M.2接口（NVMe协议）四通道高速PCle 迅捷读写 办公游戏性能再升级,"【开学购好物，晒单抽硬盘盒】PCIe3.0x4,性价之选，传输高达3500MB/s，游戏办公，稳定温控,活动查看>", 雷克沙（Lexar）,雷克沙NM620,100010130137,50.00g,中国大陆,PCIe 3.0,3000-4500MB/s,240-256GB,M.2接口(NVMe协议),SSD固态硬盘*1 螺丝*1,NM620,LNM620X256G-RNNNG,1300MB/s,无缓存,3500MB/s,0°C ~ 70°C,125TBW,长80mm；宽22mm；高2.45mm,-40°C ~ 85°C,98%,运行快速 加载很快 读写迅速 十分流畅 质量上乘 效果惊艳 精致美观 色彩出众 高端大气 放心使用 运行超快,TLC,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,596.00,惠普（HP） 1TB SSD固态硬盘 M.2接口(NVMe协议) EX950系列,【9.21~9.24，到手价不高于596元】NVME协议，独立缓存1GB，读取高达3500MB/s！点我查看查看>, HP,HPEX950,100002852562,65.00g,中国大陆,,,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1 说明书*1 螺丝*1,EX950,,2900MB/s,1GB,3500MB/s,0℃-70℃,650TBW,长80mm；宽22mm；高2.4mm,-40℃-85℃,98%,读取快捷 做工一流 十分流畅 质量上乘 稳定性佳 手感十足 十分大气 方便快捷 美观大方 传输稳定 安装便利,TLC,,,,,,,,,,,,,,,,,,,
402,499.90,西部数据（WD） Green SN350 SSD固态硬盘 M.2接口（NVMe协议） 四通道PCIe SSD固态硬盘（+螺丝钉 套装版） 1TB,性能出众，容量充沛，规格小巧，不同凡响【256位AES硬件加密，办公必备】查看>, 西部数据（WD）,西部数据（WD）WD Green SN350 四通道PCIe 3.0,10049060277443,50.00g,,PCIe 3.0,,960GB-1TB,M.2接口(NVMe协议),固态硬盘x1,Green SSD固态硬盘,WDS100T3G0C,,无缓存,,0ºC to 70ºC,100TBW,长80mm；宽22mm；高2.38mm,-40ºC to 85ºC,98%,简单方便 传输快捷 效果惊艳 办公足够 运行超快 运行快速 读写迅速,,,,,,,,,,,,,,,,,,,,
403,799.00,朗科（Netac）1TB Type-c USB3.2 GEN2 NVME协议移动硬盘 固态（PSSD）ZX20 读速高达2000MB/s 轻巧便携,【晒单返20E卡】读速高达2000MB/s，名片大小，差旅利器，广泛兼容多种设备查看>, 朗科（Netac）,朗科ZX20,100038016708,130.00g,中国大陆,,,960GB-1TB,Type-C，USB3.2,移动固态硬盘*1、USB C型到A型数据线*1、Type C型到C型数据线*1、说明书*1、皮套*1,ZX20,ZX20,,,,,,长71.5mm；宽43.5mm；高8mm,,96%,传输快捷 质量上乘 方便快捷 高端大气,,,,软件加密,2000MB/s及以上,非金属,其他,,2000MB/s,无指示灯,Windows 7；Windows 8；Windows 10；MacOS,五年质保,,,,,,,,
404,519.00,京东京造 512GB SSD固态硬盘 M.2接口（NVMe协议）PCIe4.0四通道 9系列,, 京东京造,京东京造JZ-SSD512GB-9,100019705877,60.00g,中国大陆,PCIe 4.0,4500MB/s及以上,480-512GB,M.2接口(NVMe协议),SSD固态硬盘*1 螺丝*1,,JZ-SSD512GB-9,3000MB/s,1GB,7000MB/s,0°C ~ 70°C,256TBW,长80mm；宽22mm；高2.25mm,-40℃~85℃,98%,读取快捷 外型帅气 时尚大气 设计超赞,TLC,,,,,,,,,,,,,,,,,,,
405,169.00,金泰克（Tigo）256GB SSD固态硬盘 M.2接口（NVMe协议） 四通道PCIe 高速 DP2500,【电竞提速】【严选颗粒】【5年质保，以换代修】, 金泰克（Tigo）,金泰克DP2500,100027922614,40.00g,中国大陆,,2000-3000MB/s,240-256GB,M.2接口(NVMe协议),SSD 256g固态*1,DP,DP2500,1000MB/s,无缓存,2000MB/s,0-70°,,长80mm；宽22mm；高2.35mm,-40-85°,98%,传输快捷 运行快速,,DP2500,,,,,,,,,,,,,,,,,,
406,629.90,西部数据（WD） 移动固态硬盘（PSSD）Elements SE新元素套装版 便携式存储 兼容Mac 【超薄灵巧】新元素SE USB3.2接口 套装版 1TB,储存尽在掌握，指掌之间轻盈小巧，高达2米防跌落性能有效保存数据安全！【256位AES硬件加密，办公必备】查看>, 西部数据（WD）,西部数据（WD）Elements SE 新元素系列,10046891683700,150.00g,,,,960GB-1TB,USB3.2,便携式固态硬盘，USB 3.0 数据线，安全和质保指南，USB-A 转 USB-C 适配器。,WD Elements SE 新元素SSD,WDBAYN0010BBK,,,,,,长64.51mm；宽64.51mm；高8.63mm,,99%,小巧可爱 读取快捷 时尚大气 做工一流 质量上乘 方便快捷 轻便好用 功能强大 效果惊艳 稳定可靠 毫无异味,,,,,500MB/s以下,非金属,黑色,,400MB/s,无指示灯,Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
407,289.00,金士顿(Kingston) 256GB SSD固态硬盘 mSATA接口 KC600系列,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金士顿（Kingston）,金士顿SKC600MS/256G,100021320294,20.00g,中国大陆、中国台湾,,,240-256GB,MSATA接口,SSD*1,KC600 MS系列,SKC600MS/256G或SKC600MS/256GBKCN,500MB/s,无缓存,550MB/s,0°C〜70°C,150TBW,50.8mm x29.85mm x4.85mm,-40°C〜85°C,99%,质量上乘 兼容性佳 读写迅速 运行超快 简单方便 做工一流 方便快捷 效果惊艳 倍感舒适 精致美观,其他,,,,,,,,,,,,,,,,,,,
408,119.00,爱国者 (aigo) 240GB SSD固态硬盘 SATA3.0接口 S500E 读速高达500MB/s 写速高达450MB/s,, 爱国者（aigo）,爱国者S500E,100025512216,60.00g,中国大陆,,,240-256GB,SATA接口,ssd*1，包装 *1,,,500MB/s,无缓存,450MB/s,0~40℃,120TBW,长100mm；宽70mm；高7mm,-40~85℃,98%,运行稳定 简单方便 读取快捷 质量上乘 做工一流 反应灵敏 十分大气 方便快捷 传输稳定 办公足够 十分结实,TLC,,,,,,,,,,,,,,,,,,,
409,669.90,西部数据（WD） 移动固态硬盘（PSSD）Elements SE新元素SSD 个性潮玩 兼容Mac 【云锦天章】新元素SE USB3.2接口 便携式 1TB,云锦天章，彩云锦缎。, 西部数据（WD）,西部数据（WD）WDBAYN0010BBK-CESN,10058306136101,140.00g,,,,960GB-1TB,USB3.2,便携式移动固态硬盘、数据线、Type-C适配器、《快速安装指南》,Elements SE新元素 SSD,WDBAYN0010BBK-CESN,,,,,,长64.51mm；宽64.51mm；高8.63mm,,100%,传输快捷 小巧易携 精致美观 运行安静,,,,,500MB/s以下,非金属,黑色,,,无指示灯,Windows 10,只换不修,,,,,,,,
410,79.00,悉硕（XISHUO） 2.5英寸SATA SSD固态硬盘SATA3接口高速读写台式机电脑硬盘 金属壳 128GB,, 悉硕（XISHUO）,悉硕（XISHUO）2.5英寸SATA,10056668883620,50.00g,中国大陆,,,120-128GB,SATA接口,暂无,,,,无缓存,,0℃-70℃,,长100mm；宽70mm；高7mm,-25℃-75℃,100%,质量上乘,TLC,, 悉硕旗舰店,,,,,,,,,,,,,,,,,
411,89.00,朗科（Netac）60GB SSD固态硬盘 SATA3.0接口 N5S迅猛系列 一款非常适合升级的产品,电脑升级优选丨稳固耐用丨性能卓越！, 朗科（Netac）,朗科N5S,1266806,70.00g,中国大陆,,,120GB以下,SATA接口,1SSD× 1说明书 × 1保修卡,迅猛,N5S,400MB/s,无缓存,480MB/s,0-70 ℃,30TBW,长100mm；宽70mm；高7mm,-40~85℃,98%,运行超快 简单方便 方便快捷 运行稳定 效果惊艳 传输稳定 启动快速,TLC,,,,,,,,,,,,,,,,,,,
